%"phi","phi_dot","elevations","pressure","dphi_dn","fluid_vel_x","fluid_vel_y","fluid_vel_z","nodes_vel_x","nodes_vel_y","nodes_vel_z","break_wave_press","comp_1","comp_2","comp_3","comp_4","iges_normals_x","iges_normals_y","iges_normals_z","Points:0","Points:1","Points:2"
-0.1637048609,-0.006226510649,2.923998365e-16,114625.3125,0,2.097679795,4.82440035e-08,1.25462361e-21,0,0,0,0,2254.86377,-2255.353415,114619.4219,6.382812165,0,0,0,33.19338608,0.4690400167,-11.39785099
-0.1763409161,-0.006904012254,0.0008705478191,0.1202958222,0.0002869487649,2.096573722,1.934029155e-05,0.0002868843934,-1.457419084e-07,9.065294379e-09,4.827967174e-05,5.381028799e-12,2254.86377,-2252.975779,-8.845033044,7.077303146,0,0,0,-7.226739142,0.469039984,0.000879557465
-0.1782337166,-0.006958010941,0.00105859549,-0.2640570639,0.000342994645,2.095887707,0.0001388167907,0.0003426761703,-2.27081489e-07,2.1523281e-08,4.408635043e-05,-2.871902542e-12,2254.86377,-2251.501595,-10.75877486,7.132657399,0,0,0,-5.707873599,0.4690400017,0.001069861514
-0.1755236935,-0.006834516556,0.000760079304,-0.09778592656,0.0001067450839,2.097176899,2.268317693e-05,0.0001067279948,-8.800291944e-08,3.584759846e-09,4.730344813e-05,-2.07104606e-11,2254.86377,-2254.272205,-7.695294564,7.006062919,0,0,0,-8.745753803,0.4690399931,0.0007652265461
-0.1682082641,-0.006745496783,0.0003404463784,0.1688361397,0.003571068852,2.098982504,-4.159413665e-05,0.00357221154,-2.681310415e-10,6.442368932e-10,-7.992255728e-06,0.000347655385,2254.86377,-2258.161661,-3.446440248,6.914808701,0,0,0,16.61608451,0.469040003,0.0003427169168
-0.1730740974,-0.006832532036,-0.000199680309,2.212919942,-0.002796756297,2.100560724,-5.853120681e-05,-0.002795078016,-2.72213387e-10,9.017190859e-10,9.16088251e-06,0.000173405589,2254.86377,-2261.552796,1.903332342,7.004028249,0,0,0,15.10801701,0.469040003,-0.0001892689429
-0.1738955617,-0.006844567532,0.001839176552,-4.571091488,-0.002730804637,2.094174182,-0.002588702212,-0.002735958169,-1.925709183e-10,1.355408056e-09,2.668858997e-05,5.73389081e-05,2254.86377,-2247.82389,-18.6153834,7.016366571,0,0,0,13.59978186,0.4690399975,0.001851129215
-0.1665507577,-0.006828560136,0.00129725265,-1.009592769,0.00589128514,2.095058565,0.000240193617,0.005900716007,9.673350114e-11,1.66766268e-09,2.676286731e-05,1.858673485e-06,2254.86377,-2249.746984,-13.10649226,6.999957191,0,0,0,12.09131023,0.4690400006,0.001303320553
-0.1739904821,-0.006859368459,-0.002809875621,9.556876135,0.00216753716,2.109346403,2.602559314e-05,0.002177304374,7.861986924e-10,2.549686377e-09,1.055984026e-05,-3.75944053e-07,2254.86377,-2280.490762,28.22646641,7.031537593,0,0,0,10.58248623,0.4690399921,-0.002806863217
-0.1799197633,-0.006978590872,0.001354973592,0.1130423474,0.00137786583,2.094331109,-9.642086196e-06,0.001376471087,-3.452816919e-07,4.78679628e-08,4.108651573e-05,-1.543396539e-11,2254.86377,-2248.159003,-13.74510521,7.153754608,0,0,0,-4.948948887,0.4690400157,0.001366824742
-0.183176729,-0.006992884665,0.001846821521,0.3160420754,0.00146282881,2.091936619,0.0005803511542,0.001458078565,-4.98964675e-07,1.069444002e-07,3.736321539e-05,-1.658579304e-12,2254.86377,-2243.021351,-18.69374659,7.168409095,0,0,0,-4.190210137,0.469039993,0.001858921708
-0.1782337215,-0.006958010941,0.00105859549,-0.2640273102,0.000342994645,2.095887629,0.0001388167893,0.0003426761751,-2.270815077e-07,2.152325524e-08,4.408635043e-05,-2.871902542e-12,2254.86377,-2251.501515,-10.75877455,7.132657556,0,0,0,-5.707873599,0.4690400017,0.001069861514
-0.1736805405,-0.006989407205,0.008266857545,-13.11967846,-0.0267658881,2.067754216,0.005415946313,-0.0264311549,3.351459491e-09,7.412794522e-09,-5.628757407e-06,-2.954456745e-08,2254.86377,-2191.742431,-83.30319846,7.164844494,0,0,0,9.073074273,0.4690400114,0.008283739367
-0.1790694169,-0.006948220474,0.003333283289,-2.458847914,-0.02489831003,2.086005552,-0.002592138804,-0.02476658658,2.596430298e-09,5.77239593e-09,-2.409346544e-06,3.246169511e-08,2254.86377,-2230.731833,-33.63759526,7.122622009,0,0,0,9.474532146,0.4690400019,0.003344950467
-0.1835303701,-0.006912302453,-0.000755542127,5.538092732,-0.02233839461,2.101526671,-0.009213588711,-0.02237940666,1.922249752e-09,4.424755571e-09,3.739540969e-07,9.557374011e-08,2254.86377,-2263.87637,7.525072192,7.085800861,0,0,0,9.827866425,0.4690399947,-0.0007482994335
-0.1739904887,-0.006859368459,-0.002809875621,9.603394036,0.002167537263,2.109346508,2.602559341e-05,0.002177304374,7.861928933e-10,2.549686927e-09,1.055992505e-05,-3.759440592e-07,2254.86377,-2280.490869,28.22646599,7.031537593,0,0,0,10.58248581,0.4690399921,-0.002806863397
-0.1896884034,-0.007000929257,0.003376018668,1.829301359,0.005728152874,2.084038167,0.002249588494,0.005679561835,-9.721221178e-07,3.824343635e-07,3.260385721e-05,8.402374437e-13,2254.86377,-2226.131615,-34.07144947,7.176667689,0,0,0,-3.433112513,0.4690400164,0.003388093244
-0.1962608043,-0.007002158306,0.005237234328,-1.030795317,0.01414948292,2.076551108,0.008046508838,0.01397350057,-1.514496543e-06,8.329288483e-07,3.01494681e-05,-5.542618309e-13,2254.86377,-2210.275327,-52.78595302,7.177953223,0,0,0,-3.056037088,0.4690399995,0.005249079097
-0.1857761366,-0.006997765932,0.002454957105,-0.156549109,0.004894051613,2.089299678,0.0004809187718,0.004878631791,-7.196568156e-07,2.109535655e-07,3.500385116e-05,1.031426496e-12,2254.86377,-2237.381699,-24.8096791,7.173416748,0,0,0,-3.811583098,0.469039993,0.00246709522
-0.183176729,-0.006992884505,0.001846821521,0.316388932,0.00146282881,2.091936619,0.000580351147,0.001458078565,-4.989645778e-07,1.069444286e-07,3.736321415e-05,-1.658579397e-12,2254.86377,-2243.021351,-18.69374594,7.168408932,0,0,0,-4.190209974,0.469039993,0.001858921748
-0.1486259248,-0.007106418368,-0.00631923467,4.946829316,0.05000573617,2.127155953,-0.004540837797,0.05075852205,6.753026088e-09,1.597579921e-08,3.93881017e-05,4.284602682e-10,2254.86377,-2320.432743,63.33813944,7.28478833,0,0,0,7.940430124,0.4690400034,-0.006298397492
-0.1452601417,-0.007090666333,0.003196053035,2.83429191,0.05103817262,2.083771531,0.008993682253,0.0506437841,5.352870387e-09,1.211112263e-08,1.148289254e-05,-1.789689144e-09,2254.86377,-2226.825155,-32.36329538,7.268642805,0,0,0,8.31805163,0.4690399955,0.003218233261
-0.1669480373,-0.007083689279,-0.01291377578,3.341724461,0.01683453788,2.158483711,-0.01489855574,0.01754191905,8.328421602e-09,2.171922594e-08,6.100854756e-05,-1.229280289e-10,2254.86377,-2388.11987,129.6023131,7.261490261,0,0,0,7.562718327,0.4690399914,-0.012887762
-0.2004075233,-0.007046288229,0.002193276587,-27.6695012,-0.08326976637,2.101563088,0.001451108441,-0.08332570082,1.434299924e-08,4.192314309e-08,4.823298083e-05,9.614578555e-13,2254.86377,-2267.310142,-22.34784256,7.22314942,0,0,0,6.806921645,0.4690400161,0.002222288073
-0.1908115232,-0.007047952354,-0.009171867727,12.80868999,-0.04550161611,2.136628385,-0.01071128255,-0.04659371091,1.159297031e-08,3.361034448e-08,5.581382713e-05,-4.621799938e-12,2254.86377,-2340.891061,91.88634636,7.224854925,0,0,0,7.184877263,0.4690399942,-0.009137255087
-0.1568475427,-0.007042732395,0.009466597703,8.817164479,0.01864625421,2.051708849,0.01108553311,0.01844246321,4.248219415e-09,9.502030928e-09,-5.362118287e-06,7.334884304e-09,2254.86377,-2157.592592,-95.42490311,7.219510809,0,0,0,8.695596393,0.469039988,0.009489132091
-0.1022530455,-0.006741953476,0.01401203321,0.009306154713,0.03505869349,2.032318129,-0.07906378727,0.03549174733,3.085053141e-07,5.592369306e-06,4.784493857e-05,2.600912356e-15,2254.86377,-2120.582965,-140.8808502,6.910717795,0,0,0,3.030155103,0.469040007,0.01400930884
-0.1157782937,-0.006742199172,0.01679832739,-1.719737681,0.02664208867,2.020385866,-0.06176190005,0.02614856845,2.875628188e-07,4.031929431e-06,4.584191401e-05,-2.914111724e-15,2254.86377,-2094.660308,-168.9446394,6.911178013,0,0,0,3.218798785,0.4690400019,0.01679999613
-0.1460296773,-0.006730197399,0.01633657558,-2.767427137,-0.01567439094,2.024058962,-0.02420184361,-0.01756693823,1.843813643e-07,1.073650588e-06,5.773435168e-05,2.011685823e-14,2254.86377,-2100.334767,-164.2342549,6.899085238,0,0,0,3.596086248,0.4690399928,0.01633159162
-0.1592958699,-0.00672810153,0.01474416919,1.839837469,-0.02584900537,2.029093613,-0.03691494866,-0.02814426751,1.635937339e-07,7.748261149e-07,2.249911806e-05,1.034006214e-13,2254.86377,-2111.988743,-148.5297664,6.896948662,0,0,0,3.784675104,0.4690400115,0.01476992348
-0.2010201559,-0.007002172275,0.007200413143,2.603786827,0.02880818233,2.065353604,0.01439372382,0.02827609856,-1.66070384e-06,1.449269928e-06,2.868940698e-05,1.256542325e-12,2254.86377,-2186.842051,-72.52665726,7.178004287,0,0,0,-2.868363481,0.4690400168,0.007212111335
-0.2082303539,-0.007001455028,0.01015596978,-1.035887072,0.03610367953,2.052724599,0.02743767113,0.03481967988,-1.581110655e-06,2.336734666e-06,2.714197984e-05,6.387907647e-13,2254.86377,-2160.848003,-102.246444,7.177333549,0,0,0,-2.681065717,0.4690399793,0.01016747171
-0.196260809,-0.007002158306,0.005237234328,-1.02724506,0.01414948292,2.076551108,0.008046508691,0.01397350057,-1.514496186e-06,8.329286877e-07,3.01494681e-05,-5.542618309e-13,2254.86377,-2210.275403,-52.78595182,7.177953372,0,0,0,-3.056037088,0.4690400182,0.005249079244
-0.1800995151,-0.007061572334,-0.01246166794,-19.86312041,-0.02472030213,2.166779835,-0.01966966089,-0.02551054856,9.913972523e-09,2.737640212e-08,6.182316583e-05,2.839106103e-11,2254.86377,-2406.806175,124.9924533,7.23881795,0,0,0,7.373812216,0.4690400002,-0.01242935341
-0.1669480373,-0.007083689139,-0.01291377606,3.426435114,0.01683453788,2.158483639,-0.01489855574,0.01754191891,8.328373682e-09,2.171908138e-08,6.100854975e-05,-1.229280226e-10,2254.86377,-2388.119943,129.6023154,7.261490405,0,0,0,7.562718184,0.4690400093,-0.01288776172
-0.190811529,-0.007047952176,-0.009171867906,12.89685855,-0.04550161611,2.136628293,-0.01071128237,-0.04659371091,1.159268094e-08,3.360982096e-08,5.581385784e-05,-4.621799938e-12,2254.86377,-2340.891155,91.88634928,7.224854925,0,0,0,7.18487708,0.4690400056,-0.009137255266
-0.1956256193,-0.007056890557,0.01052007015,7.728990125,-0.07992162548,2.04576652,0.01696433492,-0.07776165238,1.653134352e-08,4.901197657e-08,6.305090714e-05,-1.589740222e-13,2254.86377,-2148.019232,-105.990443,7.234024874,0,0,0,6.617879372,0.4690399968,0.010539778
-0.1982892989,-0.007050984566,0.005997704409,-11.82438446,-0.08197949978,2.076254164,0.008783933075,-0.08100096572,1.533301124e-08,4.500269426e-08,5.509848861e-05,3.382481059e-13,2254.86377,-2213.219493,-60.56235995,7.227966547,0,0,0,6.721893807,0.46904,0.006022371584
-0.1841314781,-0.007052625832,0.0168930115,-3.446500302,-0.05445999261,2.021286276,0.0116748274,-0.05245847015,1.895501188e-08,5.665863158e-08,8.010062746e-05,1.224256889e-14,2254.86377,-2095.530853,-169.9702673,7.2296594,0,0,0,6.42879446,0.4690399989,0.01690198529
-0.2004075233,-0.007046288452,0.002193276496,-27.54228498,-0.08326976282,2.101563088,0.00145110833,-0.08332570082,1.434297805e-08,4.192385347e-08,4.823289229e-05,9.614578554e-13,2254.86377,-2267.310142,-22.34784227,7.223149193,0,0,0,6.806921645,0.4690400019,0.002222288094
-0.1678359806,-0.007029866379,0.02067814805,0.1145430329,-0.02789339843,2.001449375,0.008969528299,-0.02655143177,2.182974306e-08,6.513653973e-08,9.750104599e-05,4.934932657e-15,2254.86377,-2053.625627,-208.0316963,7.206334052,0,0,0,6.23966121,0.4690399982,0.0206868457
-0.1490280735,-0.006987546221,0.02233280241,-1.890569836,-0.006849139352,1.994087984,0.02126758036,-0.00544052131,2.537129084e-08,7.32406316e-08,0.0001119981364,-5.754460707e-15,2254.86377,-2038.666957,-224.7044489,7.162955007,0,0,0,6.050474006,0.4690400078,0.02234479755
-0.129427764,-0.006941335677,0.0212832054,7.903619882,0.03517340559,1.993706194,0.0504327131,0.03611421017,2.991043641e-08,8.439357897e-08,0.0001088255694,1.941104715e-15,2254.86377,-2039.430725,-214.2426451,7.115587013,0,0,0,5.86122301,0.4690399868,0.02130446757
-0.07754022366,-0.006744274598,0.003250490131,0.693527214,0.06023015015,2.080896898,-0.1184200561,0.05893132426,4.929464722e-08,3.136469628e-06,3.9554631e-05,-7.290594902e-17,2254.86377,-2227.919546,-32.6405605,6.913181629,0,0,0,2.442183645,0.4690399998,0.003245804699
-0.07761875475,-0.006743844536,0.003864407172,0.2180624169,0.06165323439,2.078086097,-0.1205166751,0.06029623574,5.16969946e-08,3.214101999e-06,3.992131811e-05,-6.515976377e-17,2254.86377,-2222.185739,-38.81518203,6.912726403,0,0,0,2.465240578,0.4690399982,0.003859814232
-0.08308048042,-0.006742092969,0.007803875317,4.059873307,0.03317877988,2.058377374,-0.1167806065,0.03205419761,8.53418641e-08,3.943704341e-06,4.265268716e-05,-1.599833105e-17,2254.86377,-2179.122879,-78.43748838,6.910851389,0,0,0,2.654078164,0.4690399944,0.007799888671
-0.09122521463,-0.006741373693,0.01074591316,5.882336566,0.0284089586,2.044042932,-0.1052235309,0.03091771041,1.664723537e-07,4.878578809e-06,4.534235702e-05,-2.654957158e-17,2254.86377,-2147.875509,-108.0289483,6.91004019,0,0,0,2.842135792,0.4690399862,0.01074248887
-0.2166937998,-0.007000397231,0.01308283105,0.1221939883,0.03924057416,2.037796943,0.04339346225,0.03756376658,-1.296187088e-06,3.110284763e-06,2.597492889e-05,-1.690570432e-13,2254.86377,-2129.652399,-131.6774818,7.176326077,0,0,0,-2.518026851,0.4690399953,0.01309411867
-0.2275473197,-0.006998961386,0.0160998299,1.43187041,0.04090405944,2.02172824,0.07440508614,0.03383811421,-9.806641905e-07,3.714902832e-06,2.493048417e-05,6.573085812e-15,2254.86377,-2098.893503,-162.0139295,7.174996146,0,0,0,-2.354453574,0.4690399984,0.01611080002
-0.2405553989,-0.006997227946,0.01868815501,-0.1917983076,0.02903419427,2.008791895,0.1040503255,0.0258092524,-7.417380019e-07,4.039582445e-06,2.388425778e-05,1.465923192e-14,2254.86377,-2075.391544,-188.0396807,7.173396351,0,0,0,-2.191157146,0.4690399867,0.01869882243
-0.1233336558,-0.006741521418,0.01767074962,-0.1364028567,0.009960689812,2.015604329,-0.05740716604,0.01214667436,2.51923052e-07,3.000120863e-06,4.112333669e-05,-1.756816018e-15,2254.86377,-2084.425173,-177.7599659,6.91055632,0,0,0,3.313126584,0.4690399936,0.01767659969
-0.1311335289,-0.006736540114,0.01763414654,-0.1062983824,-0.006929032955,2.016011836,-0.04876021002,-0.003206363818,2.228635307e-07,2.140652859e-06,3.914234631e-05,-7.486316493e-15,2254.86377,-2084.389531,-177.4037141,6.905522614,0,0,0,3.407449231,0.4690399996,0.01764117316
-0.1157782912,-0.00674219933,0.01679832739,-1.691413682,0.02664208867,2.020385785,-0.06176190131,0.02614856845,2.875630452e-07,4.031938602e-06,4.584192264e-05,-2.914111726e-15,2254.86377,-2094.660391,-168.9446394,6.911178013,0,0,0,3.218798785,0.4690399918,0.01679999581
-0.2085630788,-0.00689805533,-0.004849408135,-0.4651456042,0.0007175593407,2.120966729,0.1006925184,0.004503020606,-2.011354244e-08,-1.886960716e-06,2.832391704e-06,-9.986810015e-18,2254.86377,-2310.98965,48.75104179,7.070998976,0,0,0,-0.5138208286,0.4690400066,-0.004847844443
-0.2064985183,-0.006891236616,-0.005039543869,-0.2472453762,-0.01247845096,2.122282816,0.0900986886,-0.009573256843,-1.784270932e-08,-1.893369503e-06,2.96822735e-06,-2.216683549e-17,2254.86377,-2312.98598,50.6695485,7.064031416,0,0,0,-0.4283431215,0.4690399901,-0.005038622291
-0.2042136818,-0.00688447065,-0.005804667974,-0.2444471559,-0.02572269997,2.126114121,0.07913587839,-0.02157118415,-1.654325827e-08,-1.905254902e-06,3.513161451e-06,-2.191657254e-16,2254.86377,-2320.663583,58.37060166,7.057119918,0,0,0,-0.3428603937,0.4690400031,-0.005804421048
-0.2015038906,-0.006877859764,-0.006806101054,0.06752186735,-0.02300163402,2.131304356,0.05947434672,-0.01958101223,-1.541878573e-08,-1.892813925e-06,4.089641609e-06,-2.232066482e-16,2254.86377,-2330.11105,68.4467671,7.050381012,0,0,0,-0.2573451776,0.4690399956,-0.006806403773
-0.1984225365,-0.006871290849,-0.007439451442,-0.01981759979,-0.008374366017,2.134851059,0.03713623277,-0.007355364502,-1.416614332e-08,-1.844989271e-06,4.354548908e-06,-2.243164147e-16,2254.86377,-2336.292989,74.82026479,7.043688436,0,0,0,-0.1718557665,0.4690400117,-0.007440189756
-0.1952083925,-0.006864621062,-0.007490853951,0.130625947,0.004474182077,2.135223297,0.02263534991,0.004268346745,-1.334006396e-08,-1.774257081e-06,4.382620515e-06,-2.137680882e-16,2254.86377,-2336.807813,75.34089949,7.036877476,0,0,0,-0.08643022943,0.4690399899,-0.007491961716
-0.192500755,-0.00685880273,-0.007310686906,0.2179236815,0.004820541953,2.134398043,0.01950930905,0.004865799495,-1.306844908e-08,-1.712107731e-06,4.483168111e-06,-1.989030491e-16,2254.86377,-2335.143182,73.53210158,7.030920299,0,0,0,-0.01333448765,0.4690400047,-0.007312093275
